label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.k,params.score,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.DBC.avg,exposure.DBC.min,exposure.IEF.avg,exposure.IEF.min,exposure.IWM.avg,exposure.IWM.min,exposure.SPY.avg,exposure.SPY.min,exposure.TLT.avg,exposure.TLT.min,exposure.VEA.avg,exposure.VEA.min,exposure.VNQ.avg,exposure.VNQ.min,exposure.VWO.avg,exposure.VWO.min
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top5 13612W can TIP/1 fb best(BIL+IEF),sens,sens_2009-08-03,2009-08-03,2014-08-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,13612W,0.00464622,0.01460738,0.00241470,0.00680323,49658.53693252,40000.00000000,9658.53693252,0.24146342,0.07138544,0.07016659,0.60516465,0.12740642,0.85888526,0.45141140,-0.15813831,871,2009,0.13209561,2010,-0.03197500,1732102.12104974,217.47794607,6.14887637,0.00543695,0.18007588,0.00000000,0.05557055,0.00000000,0.16981369,0.00000000,0.10427911,0.00000000,0.11986744,0.00000000,0.06509069,0.00000000,0.09160376,0.00000000,0.12077566,0.00000000,0.08821412,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top5 12M can TIP/1 fb best(BIL+IEF),sens,sens_2009-08-03,2009-08-03,2014-08-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,12M,0.00437413,0.01033484,0.00213712,0.00614823,46667.77399757,40000.00000000,6667.77399757,0.16669435,0.06334071,0.04993995,0.52167903,0.13540650,0.71131329,0.30062857,-0.21069426,685,2010,0.12228789,2011,-0.06033620,616385.10473659,72.33559806,2.14572269,0.00180839,0.19652728,0.00000000,0.03922837,0.00000000,0.14376479,0.00000000,0.10749587,0.00000000,0.12990621,0.00000000,0.07801613,0.00000000,0.06863961,0.00000000,0.14377383,0.00000000,0.08825414,0.00000000
SPY12.5/IWM12.5/VEA12.5/VWO12.5/VNQ12.5/DBC12.5/IEF12.5/TLT12.5,sens,sens_2009-08-03,2009-08-03,2014-08-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00832412,0.01998335,0.00258088,0.00593761,53608.60784374,40000.00000000,13608.60784374,0.34021520,0.10498079,0.09519215,0.88067711,0.12184444,1.26458495,0.77290927,-0.13582550,278,2010,0.16445084,2011,0.02444841,61473.92475571,9.09325385,0.20000500,0.00022733,,,0.12454910,0.12329199,0.12347061,0.12011191,0.12375849,0.12107402,0.12299678,0.11906239,0.12353699,0.12131227,0.12456340,0.12333481,0.12436568,0.12332605,0.12443137,0.12284500
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2009-08-03,2009-08-03,2014-08-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00194309,0.00607904,0.00196127,0.00608014,49204.32513424,40000.00000000,9204.32513424,0.23010813,0.07051458,0.06717004,0.55767440,0.13980873,0.77423908,0.35415185,-0.19910833,690,2013,0.15041336,2011,-0.00709225,737007.58843057,65.06830499,2.56564432,0.00162671,0.16377699,0.00000000,,,0.11459891,0.00000000,,,0.71966283,0.00000000,,,,,,,,
SPY benchmark,sens,sens_2009-08-03,2009-08-03,2014-08-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00196958,0.00607904,0.00197080,0.00608014,65621.58559364,40000.00000000,25621.58559364,0.64053964,0.15873379,0.16195534,0.99647405,0.16096789,1.40699612,0.84980067,-0.18678943,280,2013,0.31856490,2011,0.01594708,39926.12126796,2.79482849,0.11910496,0.00006987,,,,,,,,,0.99802920,0.99391986,,,,,,,,
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top3 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2010-02-01,2010-02-01,2015-01-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,3,1-3-6-12U,0.00328622,0.01063264,0.00191733,0.00482186,50776.66713641,39500.00000000,11276.66713641,0.28548524,0.09254156,0.08066359,0.78402251,0.12251451,1.11535648,0.67996827,-0.13609688,189,2010,0.21311749,2014,0.02402253,1056663.61851765,127.33729519,3.56287468,0.00322373,0.16650062,0.00000000,0.04435987,0.00000000,0.11624942,0.00000000,0.13273191,0.00000000,0.10501929,0.00000000,0.11043740,0.00000000,0.03883666,0.00000000,0.21057297,0.00000000,0.07197005,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top3 13612W can TIP/1 fb best(BIL+IEF),sens,sens_2010-02-01,2010-02-01,2015-01-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,3,13612W,0.00384118,0.01193589,0.00244810,0.00581042,50215.14862372,39500.00000000,10715.14862372,0.27126959,0.06169658,0.07706495,0.53391568,0.12737735,0.75268474,0.31438957,-0.19624244,869,2012,0.14529892,2010,-0.04788050,1909610.50516888,224.22659488,6.92630264,0.00567662,0.18295974,0.00000000,0.03323946,0.00000000,0.16603072,0.00000000,0.11615797,0.00000000,0.08809852,0.00000000,0.09933552,0.00000000,0.06652656,0.00000000,0.15510659,0.00000000,0.08863292,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top3 12M can TIP/1 fb best(BIL+IEF),sens,sens_2010-02-01,2010-02-01,2015-01-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,3,12M,0.00329597,0.00971181,0.00199683,0.00538246,47472.84989960,39500.00000000,7972.84989960,0.20184430,0.06223938,0.05893306,0.48707516,0.14593963,0.66773383,0.28206533,-0.22065591,749,2010,0.19579372,2011,-0.11205642,669471.39037341,84.66698868,2.44399006,0.00214347,0.19980940,0.00000000,0.06101143,0.00000000,0.07183198,0.00000000,0.13262901,0.00000000,0.08285532,0.00000000,0.09387286,0.00000000,0.03881874,0.00000000,0.23276524,0.00000000,0.08308358,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top4 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2010-02-01,2010-02-01,2015-01-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,4,1-3-6-12U,0.00441863,0.01302148,0.00233603,0.00753241,50673.45171652,39500.00000000,11173.45171652,0.28287220,0.09249122,0.08000489,0.83355403,0.11397061,1.18110172,0.71654215,-0.12907994,191,2010,0.19810349,2014,0.02071466,1080597.87817228,124.83861371,3.60551895,0.00316047,0.16652850,0.00000000,0.03325717,0.00000000,0.12863098,0.00000000,0.12837625,0.00000000,0.13192150,0.00000000,0.10355755,0.00000000,0.05405603,0.00000000,0.17445684,0.00000000,0.07476320,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top4 13612W can TIP/1 fb best(BIL+IEF),sens,sens_2010-02-01,2010-02-01,2015-01-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,4,13612W,0.00420198,0.01042648,0.00241671,0.00464863,49998.85828407,39500.00000000,10498.85828407,0.26579388,0.06206439,0.07566881,0.57191268,0.11736992,0.81434784,0.43886486,-0.14142028,865,2012,0.12837409,2010,-0.02586373,1729435.45895098,204.94686634,6.26209340,0.00518853,0.18303710,0.00000000,0.03740067,0.00000000,0.18273111,0.00000000,0.11179009,0.00000000,0.11141905,0.00000000,0.08678667,0.00000000,0.07487332,0.00000000,0.12876283,0.00000000,0.07893385,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top4 12M can TIP/1 fb best(BIL+IEF),sens,sens_2010-02-01,2010-02-01,2015-01-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,4,12M,0.00429504,0.01091914,0.00230260,0.00694287,48968.62852438,39500.00000000,9468.62852438,0.23971211,0.07085791,0.06894056,0.56018315,0.13975125,0.76541430,0.35429263,-0.19999827,677,2010,0.16210258,2011,-0.07917880,640314.85431218,75.17577010,2.27908799,0.00190318,0.19980480,0.00000000,0.04571042,0.00000000,0.07872045,0.00000000,0.12424846,0.00000000,0.14029994,0.00000000,0.07459590,0.00000000,0.05403070,0.00000000,0.18690031,0.00000000,0.09137189,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top5 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2010-02-01,2010-02-01,2015-01-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,1-3-6-12U,0.00525126,0.01253881,0.00244121,0.00491267,49035.13714962,39500.00000000,9535.13714962,0.24139588,0.07937711,0.06937888,0.72193686,0.11501579,1.02222621,0.57980362,-0.13690344,192,2010,0.17536263,2011,0.01933850,957468.92899149,113.18011509,3.29487164,0.00286532,0.16653009,0.00000000,0.04320820,0.00000000,0.14929654,0.00000000,0.12575058,0.00000000,0.12184173,0.00000000,0.08596215,0.00000000,0.06975676,0.00000000,0.14928646,0.00000000,0.08308414,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top5 13612W can TIP/1 fb best(BIL+IEF),sens,sens_2010-02-01,2010-02-01,2015-01-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,13612W,0.00480217,0.01356861,0.00250271,0.00515060,48544.71300939,39500.00000000,9044.71300939,0.22898008,0.05140425,0.06613366,0.50057505,0.11291311,0.70613966,0.32350962,-0.15889559,871,2013,0.10363289,2010,-0.04619936,1665183.20414094,203.06433718,6.15492846,0.00514087,0.18303173,0.00000000,0.04982825,0.00000000,0.20925745,0.00000000,0.10269208,0.00000000,0.11197562,0.00000000,0.07271868,0.00000000,0.07644875,0.00000000,0.11281169,0.00000000,0.07636953,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top5 12M can TIP/1 fb best(BIL+IEF),sens,sens_2010-02-01,2010-02-01,2015-01-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,12M,0.00532883,0.01244489,0.00233506,0.00545176,47472.08571884,39500.00000000,7972.08571884,0.20182495,0.06478422,0.05892787,0.54237609,0.13187059,0.73917395,0.30703717,-0.21099797,685,2010,0.15879561,2011,-0.06074097,586695.93548992,69.22019377,2.09558702,0.00175241,0.19977829,0.00000000,0.03987869,0.00000000,0.10939387,0.00000000,0.11569411,0.00000000,0.13830623,0.00000000,0.08604767,0.00000000,0.05982272,0.00000000,0.15607324,0.00000000,0.08965679,0.00000000
SPY12.5/IWM12.5/VEA12.5/VWO12.5/VNQ12.5/DBC12.5/IEF12.5/TLT12.5,sens,sens_2010-02-01,2010-02-01,2015-01-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00903750,0.01978601,0.00287559,0.00631329,50611.91226983,39500.00000000,11111.91226983,0.28131423,0.09132652,0.07961157,0.81866319,0.11486565,1.17555982,0.67466503,-0.13536572,278,2010,0.19143847,2015,0.01191471,58243.82462225,8.91905950,0.19358996,0.00022580,,,0.12453538,0.12340958,0.12382668,0.12151259,0.12333402,0.12028824,0.12268312,0.11868671,0.12353596,0.12015719,0.12447034,0.12309260,0.12427620,0.12260250,0.12429737,0.12250850
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2010-02-01,2010-02-01,2015-01-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00198210,0.00615028,0.00200334,0.00615164,48095.56633399,39500.00000000,8595.56633399,0.21760927,0.05875244,0.06313463,0.49146286,0.13472427,0.68335005,0.29496023,-0.19918766,690,2013,0.15054705,2015,-0.02955617,817038.21204956,71.58933953,2.90062642,0.00181239,0.16647296,0.00000000,,,0.13315325,0.00000000,,,0.69837046,0.00000000,,,,,,,,
SPY benchmark,sens,sens_2010-02-01,2010-02-01,2015-01-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00183138,0.00618024,0.00183262,0.00618139,63042.25758645,39500.00000000,23542.25758645,0.59600652,0.14804183,0.15129953,0.95150986,0.15838669,1.34697622,0.79231017,-0.18684833,280,2013,0.31877440,2015,-0.02956051,39365.26498371,2.75556855,0.11751542,0.00006976,,,,,,,,,0.99816738,0.99381861,,,,,,,,
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top3 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2010-08-02,2010-08-02,2015-07-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,3,1-3-6-12U,0.00361039,0.01420138,0.00221126,0.00608889,43548.49607849,39500.00000000,4048.49607849,0.10249357,0.05126318,0.03121440,0.54243614,0.10175496,0.75569996,0.40064606,-0.12795128,599,2010,0.11050771,2015,-0.05753032,1227604.33152279,142.82517827,4.31325119,0.00361583,0.18315029,0.00000000,0.04434976,0.00000000,0.13287972,0.00000000,0.11043389,0.00000000,0.11588259,0.00000000,0.11592644,0.00000000,0.04439169,0.00000000,0.19393365,0.00000000,0.05540118,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top3 13612W can TIP/1 fb best(BIL+IEF),sens,sens_2010-08-02,2010-08-02,2015-07-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,3,13612W,0.00335577,0.00900119,0.00213238,0.00681474,43975.37318376,39500.00000000,4475.37318376,0.11330059,0.03223960,0.03434383,0.34040669,0.11153354,0.47359103,0.17951223,-0.17959556,672,2012,0.14518479,2010,-0.07854275,2093024.41167104,242.59821649,7.57948171,0.00614173,0.19970153,0.00000000,0.03326504,0.00000000,0.17168320,0.00000000,0.10507082,0.00000000,0.08807803,0.00000000,0.09940940,0.00000000,0.07209897,0.00000000,0.14412198,0.00000000,0.08314237,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top3 12M can TIP/1 fb best(BIL+IEF),sens,sens_2010-08-02,2010-08-02,2015-07-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,3,12M,0.00328981,0.00805236,0.00207562,0.00428424,43412.14895617,39500.00000000,3912.14895617,0.09904175,0.03152008,0.03020874,0.31860305,0.12023841,0.42292376,0.14299204,-0.22043242,749,2012,0.09951299,2011,-0.11193908,641973.05217118,78.44068787,2.43197263,0.00198584,0.19974482,0.00000000,0.06095206,0.00000000,0.10506417,0.00000000,0.10496841,0.00000000,0.09939811,0.00000000,0.11622535,0.00000000,0.03328744,0.00000000,0.22163454,0.00000000,0.05540937,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top4 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2010-08-02,2010-08-02,2015-07-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,4,1-3-6-12U,0.00481744,0.00943287,0.00254419,0.00627059,45099.05082151,39500.00000000,5599.05082151,0.14174812,0.05716229,0.04244662,0.62911951,0.09568108,0.87592618,0.50618883,-0.11292682,496,2012,0.11169705,2015,-0.03313726,1212350.56929922,137.62701908,4.22799848,0.00348423,0.18310984,0.00000000,0.03321835,0.00000000,0.14527870,0.00000000,0.11997133,0.00000000,0.12785383,0.00000000,0.10739221,0.00000000,0.05820787,0.00000000,0.16197075,0.00000000,0.05814199,0.00000000
