label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.AGG.avg,exposure.AGG.min,exposure.EEM.avg,exposure.EEM.min,exposure.EFA.avg,exposure.EFA.min,exposure.IEF.avg,exposure.IEF.min,exposure.LQD.avg,exposure.LQD.min,exposure.SHY.avg,exposure.SHY.min,exposure.SPY.avg,exposure.SPY.min
SPY60/AGG40,sens,sens_2005-04-01,2005-04-01,2010-04-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00317812,0.00862848,0.00215477,0.00711471,43927.64264977,40000.00000000,3927.64264977,0.09819107,0.03140179,0.03029048,0.28821862,0.14235469,0.41203642,0.08690578,-0.36133140,,2009,0.16449210,2008,-0.21482374,50667.12323425,4.23823418,0.19753307,0.00010596,0.39869084,0.39602421,,,,,,,,,,,0.59812923,0.59288529
SPY benchmark,sens,sens_2005-04-01,2005-04-01,2010-04-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00200055,0.00569816,0.00200188,0.00569939,41868.62008454,40000.00000000,1868.62008454,0.04671550,0.01790111,0.01475133,0.19371986,0.24061887,0.27405834,0.03236074,-0.55317365,,2009,0.25908606,2008,-0.36976445,39988.62448399,2.79920371,0.16061293,0.00006998,,,,,,,,,,,,,0.99799812,0.99430061
ROT SPY+EFA+EEM+AGG top1 13612W can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2005-10-03,2005-10-03,2010-10-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,0.00081055,0.00531633,0.00086046,0.00536606,72785.08562227,40000.00000000,32785.08562227,0.81962714,0.20293135,0.19658574,1.07633902,0.18822372,1.59749338,1.32236452,-0.15346098,198,2006,0.33967065,2005,0.00548420,2428852.30878875,250.93540802,6.33138217,0.00627339,0.00000000,0.00000000,0.37686475,0.00000000,0.06550777,0.00000000,0.24571146,0.00000000,0.08191364,0.00000000,0.19640869,0.00000000,0.03273324,0.00000000
ROT SPY+EFA+EEM+AGG top1 1-3-6-12U can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2005-10-03,2005-10-03,2010-10-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00076585,0.00362550,0.00080212,0.00372271,55952.93034347,40000.00000000,15952.93034347,0.39882326,0.12519526,0.10923321,0.66242982,0.21218937,0.94405553,0.70455505,-0.17769408,,2006,0.34752874,2010,-0.06451410,1418468.41437077,146.18320445,4.17735869,0.00365458,0.00000000,0.00000000,0.47517115,0.00000000,0.08186523,0.00000000,0.29484692,0.00000000,0.01638441,0.00000000,0.13093017,0.00000000,0.00000000,0.00000000
SPY25/EFA25/EEM25/AGG25,sens,sens_2005-10-03,2005-10-03,2010-10-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00437394,0.01029455,0.00222329,0.00600764,46803.92180941,40000.00000000,6803.92180941,0.17009805,0.05267445,0.05088262,0.33857015,0.22813371,0.49081734,0.11064349,-0.47607362,,2009,0.29701858,2008,-0.32077698,59546.88760121,5.59944048,0.22359686,0.00013999,0.24847450,0.24528668,0.24959570,0.24847469,0.24924634,0.24766803,,,,,,,0.24830729,0.24399236
SPY60/AGG40,sens,sens_2005-10-03,2005-10-03,2010-10-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00339465,0.01113826,0.00234540,0.00672982,43789.97767496,40000.00000000,3789.97767496,0.09474944,0.02700239,0.02927927,0.25498571,0.14637302,0.36435420,0.07476511,-0.36116292,,2009,0.16431041,2008,-0.21466335,52667.04011382,4.40175035,0.20779515,0.00011004,0.39862527,0.39532342,,,,,,,,,,,0.59797822,0.59327018
SPY benchmark,sens,sens_2005-10-03,2005-10-03,2010-10-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00206394,0.00692701,0.00206530,0.00692830,40583.04526105,40000.00000000,583.04526105,0.01457613,0.00402511,0.00467356,0.13997876,0.24835654,0.19802351,0.00727551,-0.55324156,,2009,0.25879286,2008,-0.36974353,39948.43767641,2.79639064,0.16533691,0.00006991,,,,,,,,,,,,,0.99793470,0.99307170
ROT SPY+EFA+EEM+AGG top1 13612W can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2006-04-03,2006-04-03,2011-04-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,0.00087510,0.00432057,0.00092773,0.00432268,62684.28193786,40000.00000000,22684.28193786,0.56710705,0.16266833,0.14677990,0.90700647,0.18500585,1.32866017,0.84649830,-0.19216616,,2009,0.28973649,2010,-0.02144656,2481713.30176470,251.17631047,6.70430810,0.00627941,0.00000000,0.00000000,0.34404574,0.00000000,0.06549015,0.00000000,0.26204632,0.00000000,0.08190918,0.00000000,0.19645167,0.00000000,0.04912921,0.00000000
ROT SPY+EFA+EEM+AGG top1 1-3-6-12U can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2006-04-03,2006-04-03,2011-04-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00083876,0.00432057,0.00087160,0.00432268,55416.66878146,40000.00000000,15416.66878146,0.38541672,0.12639633,0.10610445,0.67943787,0.20658512,0.96673656,0.71156210,-0.17763219,,2007,0.25578917,2010,-0.01200868,1264883.13563872,128.65855651,3.80929610,0.00321646,0.00000000,0.00000000,0.45879623,0.00000000,0.08181623,0.00000000,0.29483703,0.00000000,0.01638891,0.00000000,0.09813905,0.00000000,0.04915095,0.00000000
SPY25/EFA25/EEM25/AGG25,sens,sens_2006-04-03,2006-04-03,2011-04-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00505637,0.01513754,0.00251666,0.00838963,48702.68296710,40000.00000000,8702.68296710,0.21756707,0.04974787,0.06384753,0.32617382,0.22818348,0.47236350,0.10454122,-0.47586850,,2009,0.29712752,2008,-0.32072927,57400.60906297,5.41286216,0.22158180,0.00013532,0.24869568,0.24564076,0.24930869,0.24798097,0.24919093,0.24753099,,,,,,,0.24774608,0.24161037
SPY60/AGG40,sens,sens_2006-04-03,2006-04-03,2011-04-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00341580,0.00922961,0.00245029,0.00655213,46880.89305015,40000.00000000,6880.89305015,0.17202233,0.03782780,0.05143543,0.32583154,0.14688070,0.46602944,0.10477650,-0.36103330,1184,2009,0.16475352,2008,-0.21467652,51132.85591059,4.30021505,0.20177798,0.00010751,0.39865992,0.39503787,,,,,,,,,,,0.59792242,0.59344787
SPY benchmark,sens,sens_2006-04-03,2006-04-03,2011-04-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00190950,0.00844204,0.00191088,0.00844361,46492.85890131,40000.00000000,6492.85890131,0.16232147,0.02305190,0.04873281,0.21564909,0.24921670,0.30536222,0.04166921,-0.55321184,,2009,0.25908420,2008,-0.36980670,39919.04704531,2.79433329,0.16704852,0.00006986,,,,,,,,,,,,,0.99808912,0.99155639
ROT SPY+EFA+EEM+AGG top1 13612W can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2006-10-02,2006-10-02,2011-09-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,0.00079605,0.00342820,0.00085225,0.00355105,58635.94903523,39500.00000000,19135.94903523,0.48445441,0.15604031,0.12754572,0.85931977,0.18963178,1.24835175,0.72137695,-0.21630898,,2009,0.28978944,2010,-0.02149099,2538807.38353279,253.02466757,6.98684799,0.00640569,0.00000000,0.00000000,0.34978026,0.00000000,0.06659873,0.00000000,0.29978903,0.00000000,0.08322197,0.00000000,0.13320399,0.00000000,0.06655377,0.00000000
ROT SPY+EFA+EEM+AGG top1 1-3-6-12U can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2006-10-02,2006-10-02,2011-09-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00083648,0.00271677,0.00087233,0.00281495,48271.19171998,39500.00000000,8771.19171998,0.22205549,0.10093967,0.06433030,0.54716714,0.22004098,0.76640140,0.45560421,-0.22155123,,2007,0.25571969,2011,-0.07123624,1353105.12513145,132.73852158,4.20551492,0.00336047,0.00000000,0.00000000,0.46638293,0.00000000,0.09988373,0.00000000,0.31635629,0.00000000,0.01663253,0.00000000,0.03328382,0.00000000,0.06658837,0.00000000
SPY25/EFA25/EEM25/AGG25,sens,sens_2006-10-02,2006-10-02,2011-09-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00532295,0.01504096,0.00262140,0.00784837,40314.66534572,39500.00000000,814.66534572,0.02062444,0.01434138,0.00651731,0.17712337,0.23324836,0.25263029,0.03016628,-0.47541101,,2009,0.29722519,2008,-0.32033612,55947.64235766,5.25961263,0.21404126,0.00013315,0.24843106,0.24554044,0.24934970,0.24787235,0.24900651,0.24683641,,,,,,,0.24788751,0.24215163
SPY60/AGG40,sens,sens_2006-10-02,2006-10-02,2011-09-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00354001,0.01087174,0.00238968,0.00756792,42453.10046462,39500.00000000,2953.10046462,0.07476204,0.01728115,0.02304679,0.18854778,0.15142236,0.26651166,0.04789546,-0.36080971,1184,2009,0.16413926,2008,-0.21429260,49364.45428714,4.12610524,0.19395241,0.00010446,0.39855051,0.39512079,,,,,,,,,,,0.59790761,0.59243208
SPY benchmark,sens,sens_2006-10-02,2006-10-02,2011-09-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00196621,0.00729189,0.00196761,0.00729309,38859.86863547,39500.00000000,-640.13136453,-0.01620586,-0.01443526,-0.00521163,0.07300742,0.25884610,0.10215558,-0.02611096,-0.55284287,,2009,0.25905465,2008,-0.36943049,39422.66349846,2.75958644,0.16370375,0.00006986,,,,,,,,,,,,,0.99803239,0.99270691
ROT SPY+EFA+EEM+AGG top1 13612W can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2007-04-02,2007-04-02,2012-03-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,0.00100608,0.00434818,0.00106532,0.00435019,59900.24158570,39500.00000000,20400.24158570,0.51646181,0.15596026,0.13458798,0.86809925,0.18685505,1.28441818,0.72120772,-0.21624874,,2009,0.28983598,2010,-0.02141037,2601885.02802301,259.16520261,7.52547048,0.00656114,0.00000000,0.00000000,0.29981406,0.00000000,0.06661365,0.00000000,0.33293890,0.00000000,0.08324521,0.00000000,0.13308880,0.00000000,0.08323406,0.00000000
ROT SPY+EFA+EEM+AGG top1 1-3-6-12U can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2007-04-02,2007-04-02,2012-03-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00107541,0.00343036,0.00110777,0.00352867,46608.46993986,39500.00000000,7108.46993986,0.17996126,0.07923504,0.05305264,0.46552366,0.21185617,0.65754010,0.35771497,-0.22150329,,2007,0.26074606,2011,-0.06058805,1148405.15862104,111.12960984,3.86870907,0.00281341,0.00000000,0.00000000,0.39967100,0.00000000,0.06663532,0.00000000,0.39947269,0.00000000,0.01663149,0.00000000,0.03326027,0.00000000,0.08322147,0.00000000
SPY25/EFA25/EEM25/AGG25,sens,sens_2007-04-02,2007-04-02,2012-03-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00553235,0.01381236,0.00265864,0.00789462,45365.72934245,39500.00000000,5865.72934245,0.14849948,0.02279985,0.04435470,0.21305009,0.23782973,0.30545712,0.04799788,-0.47501782,,2009,0.29658990,2008,-0.31971609,56205.04218311,5.31708296,0.22199628,0.00013461,0.24835171,0.24604341,0.24932747,0.24762260,0.24905924,0.24664637,,,,,,,0.24772688,0.24210538
SPY60/AGG40,sens,sens_2007-04-02,2007-04-02,2012-03-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00407236,0.01604369,0.00277803,0.01052604,47934.77961390,39500.00000000,8434.77961390,0.21353872,0.03579658,0.06209887,0.30456858,0.15427772,0.43364173,0.09935683,-0.36028305,1182,2009,0.16448422,2008,-0.21387704,50323.49887742,4.20826935,0.19723511,0.00010654,0.39827958,0.39444199,,,,,,,,,,,0.59764616,0.58947396
SPY benchmark,sens,sens_2007-04-02,2007-04-02,2012-03-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00229812,0.01049122,0.00229956,0.01052585,48045.57586286,39500.00000000,8545.57586286,0.21634369,0.01629975,0.06284393,0.19293693,0.26423053,0.27207888,0.02948346,-0.55284401,,2009,0.25869870,2008,-0.36938226,39473.38656468,2.76313706,0.16376237,0.00006995,,,,,,,,,,,,,0.99770044,0.98947415
ROT SPY+EFA+EEM+AGG top1 13612W can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2007-10-01,2007-10-01,2012-10-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,0.00109954,0.00343975,0.00115797,0.00353725,56037.29561220,40000.00000000,16037.29561220,0.40093239,0.11519730,0.10961405,0.68359260,0.18424786,1.00110653,0.53260033,-0.21629221,,2009,0.28989285,2010,-0.02149891,2420490.99647188,241.72229086,7.68996515,0.00604306,0.00000000,0.00000000,0.27848690,0.00000000,0.04915524,0.00000000,0.34370992,0.00000000,0.11458941,0.00000000,0.09825165,0.00000000,0.11464891,0.00000000
ROT SPY+EFA+EEM+AGG top1 1-3-6-12U can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2007-10-01,2007-10-01,2012-10-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00125306,0.00421751,0.00128690,0.00431535,44702.78625976,40000.00000000,4702.78625976,0.11756966,0.03591992,0.03593198,0.27845843,0.19503727,0.38983257,0.16226029,-0.22137225,,2009,0.11668201,2011,-0.06054081,1130962.54342011,111.66618176,4.25820894,0.00279165,0.00000000,0.00000000,0.31123117,0.00000000,0.04912952,0.00000000,0.44200391,0.00000000,0.04911247,0.00000000,0.03264864,0.00000000,0.11458739,0.00000000
