label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.AGG.avg,exposure.AGG.min,exposure.EEM.avg,exposure.EEM.min,exposure.EFA.avg,exposure.EFA.min,exposure.IEF.avg,exposure.IEF.min,exposure.LQD.avg,exposure.LQD.min,exposure.SHY.avg,exposure.SHY.min,exposure.SPY.avg,exposure.SPY.min
SPY60/AGG40,sens,sens_2012-07-03,2012-07-03,2017-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00487839,0.01351875,0.00350149,0.00752356,51935.77110192,40000.00000000,11935.77110192,0.29839428,0.09013852,0.08468639,1.24249949,0.07169700,1.80566198,1.24811245,-0.07221987,314,2013,0.17068270,2015,0.00838284,44144.76229656,3.73851659,0.14851886,0.00009346,0.39835606,0.39307223,,,,,,,,,,,0.59676397,0.59247644
SPY benchmark,sens,sens_2012-07-03,2012-07-03,2017-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00260592,0.00970890,0.00260714,0.00971039,59584.96777047,40000.00000000,19584.96777047,0.48962419,0.13937750,0.12977229,1.12857229,0.12256502,1.62712006,1.05788608,-0.13175095,334,2013,0.31798024,2015,0.00918003,39976.79686136,2.79837578,0.12194151,0.00006996,,,,,,,,,,,,,0.99739286,0.99028961
ROT SPY+EFA+EEM+AGG top1 13612W can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,0.00176053,0.00631376,0.00182306,0.00639694,48973.36843720,40000.00000000,8973.36843720,0.22433421,0.05549308,0.06548015,0.64611352,0.08991381,0.90606307,0.42607504,-0.13024250,990,2017,0.13391977,2015,-0.00523773,1942331.08924683,204.11245952,7.27918047,0.00510281,0.00000000,0.00000000,0.19655885,0.00000000,0.09826534,0.00000000,0.17991923,0.00000000,0.13099467,0.00000000,0.26178292,0.00000000,0.13065594,0.00000000
ROT SPY+EFA+EEM+AGG top1 1-3-6-12U can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00189876,0.00959382,0.00193905,0.00970000,50298.53313670,40000.00000000,10298.53313670,0.25746333,0.05622728,0.07416907,0.67032939,0.08736800,0.93047100,0.39321315,-0.14299441,732,2017,0.18281285,2015,-0.06347331,1165364.94194794,120.39099363,4.45610238,0.00300977,0.00000000,0.00000000,0.24572601,0.00000000,0.01633832,0.00000000,0.21273669,0.00000000,0.18001235,0.00000000,0.19630692,0.00000000,0.14694066,0.00000000
SPY25/EFA25/EEM25/AGG25,sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00717406,0.02096191,0.00387943,0.01037368,51162.36997999,40000.00000000,11162.36997999,0.27905925,0.06898056,0.07971805,0.70613355,0.10190131,0.98852260,0.39353030,-0.17528654,659,2017,0.20941643,2015,-0.04175190,44804.44240062,4.22197246,0.16449039,0.00010555,0.24818956,0.24289650,0.24931605,0.24699591,0.24885493,0.24687439,,,,,,,0.24646353,0.23962632
SPY60/AGG40,sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00474105,0.01585067,0.00357518,0.01075667,53508.67237308,40000.00000000,13508.67237308,0.33771681,0.09660798,0.09435835,1.36990761,0.06912017,1.97398865,1.34170868,-0.07200369,314,2013,0.15553552,2018,0.00754819,42877.37786925,3.63809504,0.14498044,0.00009095,0.39854550,0.39438114,,,,,,,,,,,0.59671188,0.58924333
SPY benchmark,sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00287082,0.00832314,0.00287203,0.00832416,62544.27894207,40000.00000000,22544.27894207,0.56360697,0.15059183,0.14566483,1.25082739,0.11780405,1.78798867,1.14321205,-0.13172695,334,2013,0.28753949,2015,0.00897591,39936.41762853,2.79554923,0.12315887,0.00006989,,,,,,,,,,,,,0.99712797,0.99167584
ROT SPY+EFA+EEM+AGG top1 13612W can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,0.00190298,0.00851888,0.00196284,0.00860156,50532.16044311,40000.00000000,10532.16044311,0.26330401,0.06605103,0.07575548,0.76750718,0.08850816,1.08641236,0.50713261,-0.13024410,990,2017,0.13392691,2015,-0.00518531,1909755.55401630,200.60641275,6.98595591,0.00501516,0.00000000,0.00000000,0.18022315,0.00000000,0.08190429,0.00000000,0.18005745,0.00000000,0.13084337,0.00000000,0.31076921,0.00000000,0.11423970,0.00000000
ROT SPY+EFA+EEM+AGG top1 1-3-6-12U can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00155503,0.00973650,0.00159272,0.00984354,50639.74030367,40000.00000000,10639.74030367,0.26599351,0.05900283,0.07644903,0.72378829,0.08416266,1.01522191,0.41229155,-0.14310947,732,2017,0.18279307,2015,-0.06354173,1144313.79013591,122.27280548,4.26317784,0.00305682,0.00000000,0.00000000,0.22938187,0.00000000,0.00000000,0.00000000,0.21275895,0.00000000,0.17998988,0.00000000,0.26192197,0.00000000,0.11435462,0.00000000
SPY25/EFA25/EEM25/AGG25,sens,sens_2013-07-03,2013-07-03,2018-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00673833,0.01660597,0.00363952,0.00935268,48184.87095026,40000.00000000,8184.87095026,0.20462177,0.06277866,0.06026634,0.63997196,0.10361090,0.89428585,0.35943826,-0.17465769,659,2017,0.20943667,2015,-0.04159749,46346.75217615,4.34770402,0.16577760,0.00010869,0.24808306,0.24505518,0.24934208,0.24804512,0.24897547,0.24626161,,,,,,,0.24685919,0.24064732
SPY60/AGG40,sens,sens_2013-07-03,2013-07-03,2018-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00546338,0.01572626,0.00408088,0.01175099,51075.35511467,40000.00000000,11075.35511467,0.27688388,0.08406416,0.07924331,1.15926889,0.07191627,1.64490515,1.16389284,-0.07222671,314,2017,0.13730577,2018,0.00713519,44235.33808058,3.72921461,0.15107589,0.00009323,0.39833296,0.39440168,,,,,,,,,,,0.59620206,0.58824901
SPY benchmark,sens,sens_2013-07-03,2013-07-03,2018-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00333273,0.01120590,0.00333396,0.01120708,58377.87129095,40000.00000000,18377.87129095,0.45944678,0.12783394,0.12304346,1.04054177,0.12299664,1.46440622,0.97652677,-0.13090674,334,2017,0.21310750,2015,0.00996807,39770.47898550,2.78393353,0.12552873,0.00006960,,,,,,,,,,,,,0.99666604,0.98879292
ROT SPY+EFA+EEM+AGG top1 13612W can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,0.00184498,0.00871322,0.00190855,0.00879620,48932.29907493,40000.00000000,8932.29907493,0.22330748,0.05347252,0.06521687,0.64287213,0.08705482,0.90237395,0.41133200,-0.12999846,987,2017,0.13393073,2015,-0.00502778,2019956.14030936,220.31141975,7.43082665,0.00550779,0.00000000,0.00000000,0.18019387,0.00000000,0.06549573,0.00000000,0.22897952,0.00000000,0.16352483,0.00000000,0.26198071,0.00000000,0.09791679,0.00000000
ROT SPY+EFA+EEM+AGG top1 1-3-6-12U can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00182503,0.01215021,0.00186261,0.01225640,50697.19980203,40000.00000000,10697.19980203,0.26743000,0.06265726,0.07675209,0.76479622,0.08422874,1.07374669,0.43831604,-0.14294996,732,2017,0.18283637,2015,-0.06335010,1087819.70846561,115.71995844,3.94891913,0.00289300,0.00000000,0.00000000,0.22936151,0.00000000,0.00000000,0.00000000,0.22895121,0.00000000,0.17985205,0.00000000,0.24571584,0.00000000,0.11425677,0.00000000
SPY25/EFA25/EEM25/AGG25,sens,sens_2014-01-03,2014-01-03,2019-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00791894,0.01951788,0.00457370,0.01204015,43024.39139015,40000.00000000,3024.39139015,0.07560978,0.02905792,0.02351456,0.32402123,0.10584779,0.44457809,0.16643698,-0.17458811,659,2017,0.20903814,2018,-0.08563530,47419.72663219,4.43817596,0.17405842,0.00011095,0.24810321,0.24390377,0.24926085,0.24752466,0.24889643,0.24677340,,,,,,,0.24581866,0.23795985
SPY60/AGG40,sens,sens_2014-01-03,2014-01-03,2019-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00546494,0.01692832,0.00405972,0.01277591,46361.87493404,40000.00000000,6361.87493404,0.15904687,0.05644840,0.04769483,0.75763786,0.07645132,1.05203149,0.49830112,-0.11328169,,2017,0.13741265,2018,-0.02729831,45907.54580049,3.87025203,0.16012186,0.00009676,0.39839857,0.39584619,,,,,,,,,,,0.59613487,0.58722409
SPY benchmark,sens,sens_2014-01-03,2014-01-03,2019-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00365583,0.01291590,0.00365709,0.01291736,49038.74707454,40000.00000000,9038.74707454,0.22596868,0.07717736,0.06592361,0.63076599,0.13185498,0.86984000,0.39713771,-0.19433399,,2017,0.21301839,2018,-0.04830958,39846.10862632,2.78922760,0.13007717,0.00006973,,,,,,,,,,,,,0.99634291,0.98708264
ROT SPY+EFA+EEM+AGG top1 13612W can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2014-07-03,2014-07-03,2019-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,0.00239974,0.01444844,0.00246466,0.01448294,47877.74009324,40000.00000000,7877.74009324,0.19694350,0.04056344,0.05819271,0.50103641,0.08705015,0.69879938,0.31147704,-0.13022931,990,2017,0.13394816,2014,-0.06952646,2120239.18084666,228.31940605,7.85912085,0.00570799,0.00000000,0.00000000,0.19658457,0.00000000,0.03276247,0.00000000,0.24522092,0.00000000,0.14718600,0.00000000,0.26174926,0.00000000,0.11403211,0.00000000
ROT SPY+EFA+EEM+AGG top1 1-3-6-12U can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2014-07-03,2014-07-03,2019-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00222969,0.01444844,0.00227131,0.01448294,49809.53480121,40000.00000000,9809.53480121,0.24523837,0.04942930,0.07106710,0.61268875,0.08473105,0.85426016,0.34647068,-0.14266517,710,2017,0.18273783,2015,-0.06311596,1281975.94359378,133.66695122,4.68248088,0.00334167,0.00000000,0.00000000,0.22927418,0.00000000,0.00000000,0.00000000,0.26163624,0.00000000,0.14716137,0.00000000,0.24564389,0.00000000,0.11401303,0.00000000
SPY25/EFA25/EEM25/AGG25,sens,sens_2014-07-03,2014-07-03,2019-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00864231,0.02650746,0.00514744,0.01614849,47627.21798491,40000.00000000,7627.21798491,0.19068045,0.04239438,0.05648733,0.44371984,0.10651941,0.61272039,0.24323504,-0.17429389,659,2017,0.20875930,2018,-0.08655758,48916.81035206,4.56573823,0.18245507,0.00011414,0.24823634,0.24408192,0.24922284,0.24700827,0.24893210,0.24652049,,,,,,,0.24496445,0.23385151
SPY60/AGG40,sens,sens_2014-07-03,2014-07-03,2019-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00595447,0.02206926,0.00423248,0.01537123,51557.92498353,40000.00000000,11557.92498353,0.28894812,0.07458861,0.08232032,0.96840969,0.07750552,1.36677350,0.65570368,-0.11375353,179,2019,0.14727032,2018,-0.02751990,48764.19467444,4.12373869,0.17218104,0.00010309,0.39792526,0.39326185,,,,,,,,,,,0.59611859,0.58462877
SPY benchmark,sens,sens_2014-07-03,2014-07-03,2019-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00437642,0.01525139,0.00437770,0.01525306,56955.48498840,40000.00000000,16955.48498840,0.42388712,0.10378685,0.11493801,0.80901358,0.13324510,1.13249979,0.53398664,-0.19436226,204,2017,0.21277693,2018,-0.04797647,39764.95617225,2.78354693,0.13182634,0.00006959,,,,,,,,,,,,,0.99562230,0.98474694
ROT SPY+EFA+EEM+AGG top1 13612W can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2015-01-05,2015-01-05,2020-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,0.00197304,0.01067378,0.00203781,0.01075609,51063.95276957,40000.00000000,11063.95276957,0.27659882,0.06801340,0.07915025,0.80969597,0.08585904,1.15550915,0.71242702,-0.09546719,112,2017,0.13392632,2015,-0.01626716,2242488.22372554,239.23628215,7.94218689,0.00598091,0.00000000,0.00000000,0.19656526,0.00000000,0.04914854,0.00000000,0.21266931,0.00000000,0.18006604,0.00000000,0.24541921,0.00000000,0.11409383,0.00000000
ROT SPY+EFA+EEM+AGG top1 1-3-6-12U can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2015-01-05,2015-01-05,2020-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00194199,0.01067378,0.00198201,0.01075609,54132.61928745,40000.00000000,14132.61928745,0.35331548,0.07937287,0.09822592,0.98063383,0.08129964,1.39913011,0.70788914,-0.11212613,553,2017,0.18276825,2015,-0.07377287,1293608.91620947,135.78712544,4.50831297,0.00339468,0.00000000,0.00000000,0.19653350,0.00000000,0.00000000,0.00000000,0.24524277,0.00000000,0.16354723,0.00000000,0.24565609,0.00000000,0.14703840,0.00000000
