label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score,params.canary,params.fallback,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.IEF.avg,exposure.IEF.min,exposure.SPY.avg,exposure.SPY.min
ROT SPY top1 12M can TIP/1 fb IEF,sens,sens_2010-01-04,2010-01-04,2014-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,TIP/1,IEF,0.00195639,0.00723041,0.00196329,0.00723181,52634.03436458,39500.00000000,13134.03436458,0.33250720,0.09139184,0.09233060,0.65589591,0.15070445,0.92202355,0.48897562,-0.18690470,280,2010,0.12757642,2011,0.01569146,323169.53333382,27.08616001,1.08254282,0.00068573,,,0.23307515,0.00000000,0.76496156,0.00000000
ROT SPY top1 12M fb best(BIL+IEF),sens,sens_2010-01-04,2010-01-04,2014-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,,best(BIL+IEF),0.00198381,0.00723041,0.00198786,0.00723181,62744.46571904,39500.00000000,23244.46571904,0.58846749,0.13611542,0.14978200,0.89497427,0.15630496,1.26235644,0.72826110,-0.18690470,280,2013,0.31859236,2011,0.01569146,149659.66575110,12.14329896,0.46785733,0.00030743,0.00000000,0.00000000,0.01662427,0.00000000,0.98138787,0.00000000
ROT SPY top1 12M fb IEF,sens,sens_2010-01-04,2010-01-04,2014-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,,IEF,0.00198381,0.00723041,0.00198786,0.00723181,62744.46571904,39500.00000000,23244.46571904,0.58846749,0.13611542,0.14978200,0.89497427,0.15630496,1.26235644,0.72826110,-0.18690470,280,2013,0.31859236,2011,0.01569146,149659.66575110,12.14329896,0.46785733,0.00030743,,,0.01662427,0.00000000,0.98138787,0.00000000
SPY60/IEF40,sens,sens_2010-01-04,2010-01-04,2014-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,,0.00371086,0.01009244,0.00261754,0.00784978,56571.14941907,39500.00000000,17071.14941907,0.43218100,0.11318376,0.11581723,1.33515813,0.08290283,1.93646839,1.36327149,-0.08302364,97,2013,0.15221967,2011,0.07338008,47030.55483454,4.01168056,0.15225921,0.00010156,,,0.39860265,0.39504793,0.59768478,0.59215022
SPY benchmark,sens,sens_2010-01-04,2010-01-04,2014-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,,0.00197527,0.00723041,0.00197653,0.00723181,64697.93200877,39500.00000000,25197.93200877,0.63792233,0.14609942,0.15989530,0.94127908,0.15824026,1.32877353,0.78167867,-0.18690470,280,2013,0.31843493,2011,0.01569146,39455.78811157,2.76190517,0.12032408,0.00006992,,,,,0.99802347,0.99276819
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2010-07-01,2010-07-01,2015-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,TIP/1,best(BIL+IEF),0.00183394,0.00637727,0.00185667,0.00637825,50555.71347620,40000.00000000,10555.71347620,0.26389284,0.07840315,0.07600996,0.67015581,0.12437771,0.94543659,0.45227235,-0.17335383,307,2013,0.15072476,2011,-0.00695002,938522.82097236,83.56907013,3.20151540,0.00208923,0.18010367,0.00000000,0.14728638,0.00000000,0.67075328,0.00000000
ROT SPY top1 1-3-6-12U can TIP/1 fb IEF,sens,sens_2010-07-01,2010-07-01,2015-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,TIP/1,IEF,0.00202969,0.00637727,0.00204756,0.00637825,50758.35248003,40000.00000000,10758.35248003,0.26895881,0.07882244,0.07731627,0.66197949,0.12700071,0.93190944,0.45469109,-0.17335383,307,2014,0.12861881,2011,-0.00695002,688095.42992185,58.47508978,2.35241052,0.00146188,,,0.32732950,0.00000000,0.67062294,0.00000000
ROT SPY top1 1-3-6-12U fb best(BIL+IEF),sens,sens_2010-07-01,2010-07-01,2015-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,,best(BIL+IEF),0.00205587,0.00637727,0.00206679,0.00637825,59501.61140352,40000.00000000,19501.61140352,0.48754029,0.12193972,0.12949360,0.91670772,0.13580273,1.29512425,0.70341517,-0.17335383,307,2013,0.31882723,2011,-0.00695002,261358.28468420,21.97407094,0.82190714,0.00054935,0.00000000,0.00000000,0.08175519,0.00000000,0.91617802,0.00000000
ROT SPY top1 1-3-6-12U fb IEF,sens,sens_2010-07-01,2010-07-01,2015-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,,IEF,0.00205587,0.00637727,0.00206679,0.00637825,59501.61140352,40000.00000000,19501.61140352,0.48754029,0.12193972,0.12949360,0.91670772,0.13580273,1.29512425,0.70341517,-0.17335383,307,2013,0.31882723,2011,-0.00695002,261358.28468420,21.97407094,0.82190714,0.00054935,,,0.08175519,0.00000000,0.91617802,0.00000000
ROT SPY top1 13612W can TIP/1 fb best(BIL+IEF),sens,sens_2010-07-01,2010-07-01,2015-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,TIP/1,best(BIL+IEF),0.00220320,0.00596611,0.00224282,0.00604909,52813.99962366,40000.00000000,12813.99962366,0.32034999,0.08020088,0.09029817,0.78937778,0.10484406,1.15175478,0.68545327,-0.11700415,439,2013,0.17734389,2010,-0.03516035,1736858.00253374,153.42222495,5.90678442,0.00383556,0.19645774,0.00000000,0.22906178,0.00000000,0.57223767,0.00000000
ROT SPY top1 13612W can TIP/1 fb IEF,sens,sens_2010-07-01,2010-07-01,2015-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,TIP/1,IEF,0.00216507,0.00596611,0.00219665,0.00604909,53453.20262410,40000.00000000,13453.20262410,0.33633007,0.08234167,0.09423852,0.78198821,0.10892987,1.13580476,0.69017186,-0.11930604,439,2014,0.15403559,2010,-0.03496819,1358416.27467517,115.55094273,4.62504284,0.00288877,,,0.42547295,0.00000000,0.57233040,0.00000000
ROT SPY top1 13612W fb best(BIL+IEF),sens,sens_2010-07-01,2010-07-01,2015-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,,best(BIL+IEF),0.00209073,0.00637727,0.00210855,0.00637825,55464.20231287,40000.00000000,15464.20231287,0.38660506,0.11557961,0.10635455,0.96278534,0.12144677,1.39665896,1.19457023,-0.09675413,110,2013,0.31855303,2015,-0.06848704,778953.09041499,66.03364578,2.37869559,0.00165084,0.01638059,0.00000000,0.13086692,0.00000000,0.85064394,0.00000000
ROT SPY top1 13612W fb IEF,sens,sens_2010-07-01,2010-07-01,2015-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,,IEF,0.00208217,0.00637727,0.00209999,0.00637825,55161.75915864,40000.00000000,15161.75915864,0.37904398,0.11436014,0.10455879,0.95356579,0.12147546,1.38302398,1.18196645,-0.09675413,110,2013,0.31855303,2015,-0.07356653,778982.04951460,66.03654169,2.37880147,0.00165091,,,0.14725606,0.00000000,0.85064394,0.00000000
ROT SPY top1 12M can TIP/1 fb best(BIL+IEF),sens,sens_2010-07-01,2010-07-01,2015-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,TIP/1,best(BIL+IEF),0.00205870,0.00682259,0.00206844,0.00685735,52902.86512102,40000.00000000,12902.86512102,0.32257163,0.11180801,0.09084864,0.83439505,0.13879162,1.19536001,0.59848972,-0.18681693,280,2010,0.23359709,2015,0.00833467,492254.26679267,42.77206761,1.55829928,0.00106930,0.19652459,0.00000000,0.06551786,0.00000000,0.73588911,0.00000000
ROT SPY top1 12M can TIP/1 fb IEF,sens,sens_2010-07-01,2010-07-01,2015-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,TIP/1,IEF,0.00207712,0.00682259,0.00208524,0.00685735,53260.49107968,40000.00000000,13260.49107968,0.33151228,0.11279009,0.09305521,0.82758234,0.14145441,1.18246964,0.60374659,-0.18681693,280,2010,0.23359709,2015,0.00834305,407787.25190709,34.30465932,1.29531419,0.00085762,,,0.26204099,0.00000000,0.73587377,0.00000000
ROT SPY top1 12M fb best(BIL+IEF),sens,sens_2010-07-01,2010-07-01,2015-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,,best(BIL+IEF),0.00211427,0.00682259,0.00211820,0.00685735,63286.61512180,40000.00000000,23286.61512180,0.58216538,0.16035978,0.14990368,1.08272037,0.14769452,1.54898487,0.85837926,-0.18681693,280,2013,0.31848774,2011,0.01568049,139917.49060147,11.31160517,0.40645015,0.00028279,0.00000000,0.00000000,0.01638007,0.00000000,0.98150173,0.00000000
ROT SPY top1 12M fb IEF,sens,sens_2010-07-01,2010-07-01,2015-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,,IEF,0.00211427,0.00682259,0.00211820,0.00685735,63286.61512180,40000.00000000,23286.61512180,0.58216538,0.16035978,0.14990368,1.08272037,0.14769452,1.54898487,0.85837926,-0.18681693,280,2013,0.31848774,2011,0.01568049,139917.49060147,11.31160517,0.40645015,0.00028279,,,0.01638007,0.00000000,0.98150173,0.00000000
SPY60/IEF40,sens,sens_2010-07-01,2010-07-01,2015-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,,0.00403994,0.01352469,0.00275167,0.00782290,55684.96283871,40000.00000000,15684.96283871,0.39212407,0.11837355,0.10765957,1.45043182,0.07943615,2.13452323,1.42485860,-0.08307740,97,2013,0.15196615,2015,0.00886848,47880.48830293,4.09178113,0.15058409,0.00010229,,,0.39831687,0.39346544,0.59764156,0.59217710
SPY benchmark,sens,sens_2010-07-01,2010-07-01,2015-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,,0.00204017,0.00682259,0.00204135,0.00685735,65108.33596452,40000.00000000,25108.33596452,0.62770840,0.17059897,0.15932978,1.12878939,0.14973503,1.61579190,0.91318791,-0.18681693,280,2013,0.31845403,2011,0.01568049,39969.82437388,2.79788771,0.11311259,0.00006995,,,,,0.99795865,0.99314265
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2011-01-03,2011-01-03,2015-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,TIP/1,best(BIL+IEF),0.00235349,0.00822987,0.00237391,0.00823116,47600.49483613,39500.00000000,8100.49483613,0.20507582,0.06254279,0.05980749,0.56752351,0.11960125,0.79566883,0.36153897,-0.17299044,307,2013,0.15021733,2011,-0.01685237,851905.31417763,76.85946435,2.97412633,0.00194581,0.18309937,0.00000000,0.19967287,0.00000000,0.61485386,0.00000000
ROT SPY top1 1-3-6-12U can TIP/1 fb IEF,sens,sens_2011-01-03,2011-01-03,2015-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,TIP/1,IEF,0.00240988,0.00822987,0.00242373,0.00823116,48726.63636366,39500.00000000,9226.63636366,0.23358573,0.06731152,0.06735151,0.59324690,0.12257834,0.83039890,0.38910542,-0.17299044,307,2014,0.12862696,2011,-0.01685237,542032.24963192,45.83151742,1.88848474,0.00116029,,,0.38283803,0.00000000,0.61473824,0.00000000
ROT SPY top1 1-3-6-12U fb best(BIL+IEF),sens,sens_2011-01-03,2011-01-03,2015-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,,best(BIL+IEF),0.00264707,0.00822987,0.00265666,0.00823116,52510.57155039,39500.00000000,13010.57155039,0.32938156,0.09353009,0.09156275,0.71367078,0.13893231,0.99854696,0.54066624,-0.17299044,307,2013,0.31814093,2015,-0.03656728,373344.48643440,31.21873019,1.18895778,0.00079035,0.00000000,0.00000000,0.08319844,0.00000000,0.91414490,0.00000000
ROT SPY top1 1-3-6-12U fb IEF,sens,sens_2011-01-03,2011-01-03,2015-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,,IEF,0.00264707,0.00822987,0.00265666,0.00823116,52510.57155039,39500.00000000,13010.57155039,0.32938156,0.09353009,0.09156275,0.71367078,0.13893231,0.99854696,0.54066624,-0.17299044,307,2013,0.31814093,2015,-0.03656728,373344.48643440,31.21873019,1.18895778,0.00079035,,,0.08319844,0.00000000,0.91414490,0.00000000
ROT SPY top1 13612W can TIP/1 fb best(BIL+IEF),sens,sens_2011-01-03,2011-01-03,2015-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,TIP/1,best(BIL+IEF),0.00167739,0.00819004,0.00171388,0.00819133,51564.65303232,39500.00000000,12064.65303232,0.30543425,0.08899178,0.08566606,0.91370511,0.09870045,1.34655454,0.91998360,-0.09673192,110,2013,0.17752281,2015,0.02654244,1677400.68103193,150.58973270,5.51321743,0.00381240,0.21635517,0.00000000,0.24969296,0.00000000,0.53223798,0.00000000
ROT SPY top1 13612W can TIP/1 fb IEF,sens,sens_2011-01-03,2011-01-03,2015-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,TIP/1,IEF,0.00197356,0.00863650,0.00200016,0.00863778,52996.23312323,39500.00000000,13496.23312323,0.34167679,0.09529914,0.09455217,0.93121803,0.10358254,1.36326648,0.98553672,-0.09669770,110,2014,0.15402152,2011,0.03843942,1153897.87433448,98.20317002,3.77155610,0.00248616,,,0.46599621,0.00000000,0.53200363,0.00000000
